CGAIdent,HUKSegment
130967,Restaurants
130971,Clubland
130976,Clubland
130977,Large Venue
130978,Clubland
130980,GPGF
130981,Clubland
130982,Clubland
130983,High Street Pub
130985,Premium Local
130986,Circuit Bar
130991,Clubland
130992,Clubland
130993,Clubland
130995,Clubland
130997,Family Pub Dining
131002,Family Pub Dining
131003,Clubland
131004,Hotel
131005,Hotel
131006,Community Pub
131011,Clubland
131013,Clubland
131015,Premium Local
131022,Clubland
131032,Family Pub Dining
131037,Hotel
131039,High Street Pub
131040,Clubland
131042,High Street Pub
131046,High Street Pub
131048,Circuit Bar
131049,Circuit Bar
131058,Clubland
131059,Community Pub
131062,High Street Pub
131063,Clubland
131065,Family Pub Dining
131066,GPGF
131070,High Street Pub
131071,Hotel
131076,Community Pub
131079,High Street Pub
131081,High Street Pub
131086,Clubland
131097,High Street Pub
131105,Clubland
131107,Premium Local
131110,Hotel
131111,Hotel
131112,Hotel
131113,Family Pub Dining
131114,Community Pub
131115,Community Pub
131116,Hotel
131118,Clubland
131121,Hotel
131122,Community Pub
131124,Family Pub Dining
131126,Community Pub
131127,Clubland
131128,Restaurants
131132,Community Pub
131134,Premium Local
131135,Community Pub
131138,Clubland
131140,Community Pub
131148,Clubland
131152,Clubland
131154,Circuit Bar
131155,Circuit Bar
131159,Circuit Bar
131160,Circuit Bar
131161,Clubland
131162,Clubland
131163,Clubland
131164,Circuit Bar
131165,Family Pub Dining
131166,Premium Local
131167,GPGF
131168,Premium Local
131172,Clubland
131173,Family Pub Dining
131174,Family Pub Dining
131175,GPGF
131178,ABOS
131179,Premium Local
131180,Clubland
131181,Clubland
131182,Family Pub Dining
131185,GPGF
131186,Family Pub Dining
131187,Clubland
131188,Premium Local
131189,GPGF
131190,Restaurants
131193,Clubland
131197,Premium Local
131198,Premium Local
131200,Restaurants
131201,Premium Local
131202,Family Pub Dining
131206,Clubland
131207,Family Pub Dining
131208,Premium Local
131209,Clubland
131212,Family Pub Dining
131213,Clubland
131214,Restaurants
131219,Hotel
131224,Hotel
131225,Family Pub Dining
131226,Community Pub
131230,Community Pub
131232,Community Pub
131243,GPGF
131245,Hotel
131250,Hotel
131264,Community Pub
131265,Premium Local
131269,Premium Local
131271,Community Pub
131275,Clubland
131278,High Street Pub
131279,High Street Pub
131280,High Street Pub
131282,Restaurants
131289,Community Pub
131290,Family Pub Dining
131291,Premium Local
131292,Clubland
131293,Community Pub
131294,Clubland
131295,Community Pub
131296,Community Pub
131297,Family Pub Dining
131300,Clubland
131303,Clubland
131307,Large Venue
131310,Clubland
131311,Large Venue
131314,Hotel
131315,Community Pub
131317,Community Pub
131321,Restaurants
131325,Clubland
131331,Clubland
131332,Community Pub
131339,Community Pub
131341,Circuit Bar
131343,Community Pub
131350,Clubland
131351,Clubland
131354,Hotel
131355,Large Venue
131363,Community Pub
131364,Community Pub
131366,Community Pub
131368,Clubland
131369,Community Pub
131373,Community Pub
131374,Community Pub
131375,Community Pub
131379,Restaurants
131380,Family Pub Dining
131382,Community Pub
131384,Clubland
131388,Community Pub
131389,Family Pub Dining
131393,Community Pub
131394,Clubland
131395,Premium Local
131398,GPGF
131399,Premium Local
131401,GPGF
131402,Hotel
131403,GPGF
131407,Sports Clubs
131410,Premium Local
131411,Clubland
131416,Premium Local
131418,GPGF
131420,Community Pub
131421,Community Pub
131422,Community Pub
131425,Clubland
131427,Community Pub
131430,Family Pub Dining
131432,Casual Dining
131434,Restaurants
131435,Restaurants
131437,Clubland
131438,Clubland
131439,Community Pub
131441,Hotel
131442,Community Pub
131445,Community Pub
131446,Community Pub
131448,GPGF
131451,Family Pub Dining
131454,Hotel
131455,Restaurants
131456,Restaurants
131457,GPGF
131462,GPGF
131463,Premium Local
131466,Hotel
131468,Premium Local
131470,Family Pub Dining
131472,Premium Local
131474,Family Pub Dining
131476,GPGF
131478,Family Pub Dining
131479,Premium Local
131480,Premium Local
131486,Premium Local
131487,Restaurants
131489,Clubland
131490,Clubland
131494,Family Pub Dining
131498,Circuit Bar
131499,Circuit Bar
131501,Hotel
131502,High Street Pub
131505,Hotel
131506,Premium Local
131507,Clubland
131509,Clubland
131510,Premium Local
131512,Hotel
131515,Premium Local
131516,Premium Local
131519,Family Pub Dining
131523,Circuit Bar
131524,Circuit Bar
131526,Circuit Bar
131527,Restaurants
131530,Premium Local
131531,Premium Local
131532,Premium Local
131534,Clubland
131536,Clubland
131538,Premium Local
131544,Large Venue
131545,Hotel
131547,Family Pub Dining
131548,Family Pub Dining
131550,Family Pub Dining
131551,Premium Local
131552,High Street Pub
131553,Premium Local
131554,Restaurants
131555,Restaurants
131559,Premium Local
131563,Premium Local
131564,Premium Local
131566,Circuit Bar
131569,GPGF
131571,Premium Local
131572,Premium Local
131575,Large Venue
131578,GPGF
131580,Hotel
131584,GPGF
131589,High Street Pub
131594,Restaurants
131595,Casual Dining
131598,Hotel
131602,Casual Dining
131605,Clubland
131610,Casual Dining
131612,GPGF
131617,GPGF
131618,Circuit Bar
131621,Circuit Bar
131626,Restaurants
131631,Circuit Bar
131633,Clubland
131635,Circuit Bar
131636,Restaurants
131637,Restaurants
131639,Casual Dining
131642,Premium Local
131643,Premium Local
131646,Clubland
131647,Clubland
131653,ABOS
131658,Premium Local
131659,ABOS
131660,GPGF
131670,GPGF
131671,GPGF
131673,Premium Local
131674,GPGF
131675,GPGF
131676,Premium Local
131677,Restaurants
131680,GPGF
131683,Premium Local
131685,Sports Clubs
131687,GPGF
131691,GPGF
131692,Premium Local
131695,Premium Local
131697,Premium Local
131700,Clubland
131702,Large Venue
131703,Restaurants
131705,GPGF
131716,Premium Local
131719,Clubland
131721,Premium Local
131724,Premium Local
131726,Premium Local
131730,GPGF
131732,GPGF
131736,Family Pub Dining
131739,Premium Local
131741,Clubland
131742,Restaurants
131743,Restaurants
131744,GPGF
131750,Restaurants
131752,Premium Local
131756,GPGF
131757,GPGF
131765,Sports Clubs
131767,Sports Clubs
131768,Restaurants
131769,Casual Dining
131771,Circuit Bar
131774,Sports Clubs
131775,Restaurants
131784,Restaurants
131786,GPGF
131787,Casual Dining
131789,GPGF
131791,GPGF
131795,GPGF
131798,Premium Local
131801,Hotel
131802,GPGF
131804,Premium Local
131808,Premium Local
131809,Restaurants
131812,Sports Clubs
131818,Sports Clubs
131820,Premium Local
131826,Sports Clubs
131828,Restaurants
131833,GPGF
131836,Premium Local
131839,GPGF
131843,Premium Local
131846,Premium Local
131849,Restaurants
131850,GPGF
131851,Restaurants
131852,Premium Local
131853,Premium Local
131854,Premium Local
131857,Premium Local
131859,GPGF
131861,Premium Local
131862,ABOS
131869,GPGF
131870,Clubland
131873,Large Venue
131878,Premium Local
131879,Sports Clubs
131881,Sports Clubs
131882,Premium Local
131889,GPGF
131891,Sports Clubs
131892,Hotel
131895,GPGF
131898,Premium Local
131900,Clubland
131905,Premium Local
131906,Premium Local
131909,Premium Local
131911,Premium Local
131912,Restaurants
131913,GPGF
131915,Premium Local
131916,Hotel
131917,GPGF
131918,Hotel
131919,GPGF
131923,Premium Local
131925,Premium Local
131926,Premium Local
131928,Sports Clubs
131933,Sports Clubs
131935,GPGF
131936,Restaurants
131939,Sports Clubs
131940,Sports Clubs
131941,Restaurants
131942,Restaurants
131943,GPGF
131944,GPGF
131945,Restaurants
131948,Sports Clubs
131951,GPGF
131953,GPGF
131956,Large Venue
131965,Restaurants
131966,GPGF
131967,Clubland
131970,GPGF
131972,Sports Clubs
131973,Sports Clubs
131974,Premium Local
131980,Sports Clubs
131982,Sports Clubs
131985,Premium Local
131988,Premium Local
131993,Premium Local
131994,GPGF
131996,GPGF
131998,GPGF
131999,Hotel
132001,GPGF
132003,Premium Local
132009,Restaurants
132012,Premium Local
132019,Premium Local
132020,GPGF
132021,Clubland
132022,GPGF
132023,Premium Local
132024,Hotel
132026,Premium Local
132027,Restaurants
132029,Family Pub Dining
132033,GPGF
132034,GPGF
132037,Clubland
132043,Large Venue
132045,GPGF
132046,GPGF
132050,Premium Local
132051,Clubland
132060,Premium Local
132062,Restaurants
132063,Clubland
132067,Clubland
132070,Family Pub Dining
132071,GPGF
132072,Hotel
132073,Hotel
132074,Premium Local
132076,GPGF
132079,Sports Clubs
132080,Premium Local
132081,Clubland
132084,Circuit Bar
132085,ABOS
132086,Circuit Bar
132087,Restaurants
132088,Restaurants
132089,Restaurants
132090,Hotel
132092,Hotel
132095,Premium Local
132098,GPGF
132100,Premium Local
132104,Sports Clubs
132105,GPGF
132106,Premium Local
132108,GPGF
132110,Premium Local
132112,Restaurants
132113,GPGF
132117,Large Venue
132118,Premium Local
132120,Premium Local
132122,GPGF
132123,Premium Local
132126,GPGF
132127,Hotel
132128,Clubland
132133,Restaurants
132134,Sports Clubs
132135,Clubland
132139,Premium Local
132140,Clubland
132147,GPGF
132148,Sports Clubs
132149,GPGF
132150,GPGF
132156,Large Venue
132158,GPGF
132159,Premium Local
132160,GPGF
132162,GPGF
132163,GPGF
132164,Hotel
132166,Premium Local
132167,Premium Local
132168,GPGF
132169,Premium Local
132177,Premium Local
132178,GPGF
132179,Restaurants
132182,GPGF
132184,Hotel
132185,GPGF
132186,GPGF
132189,Family Pub Dining
132194,Restaurants
132195,Circuit Bar
132197,Restaurants
132209,Restaurants
132215,Clubland
132216,Community Pub
132222,Premium Local
132227,Family Pub Dining
132228,Family Pub Dining
132229,ABOS
132232,Family Pub Dining
132233,GPGF
132236,Hotel
132239,Community Pub
132241,Family Pub Dining
132243,Clubland
132249,Premium Local
132251,Community Pub
132252,Clubland
132253,Premium Local
132273,Circuit Bar
132279,Premium Local
132283,Restaurants
132287,Hotel
132288,Hotel
132295,GPGF
132297,Sports Clubs
132299,Sports Clubs
132300,Premium Local
132301,GPGF
132302,Premium Local
132303,Sports Clubs
132304,Hotel
132306,Premium Local
132308,Restaurants
132310,Premium Local
132311,GPGF
132313,Premium Local
132315,ABOS
132317,Premium Local
132319,GPGF
132320,Clubland
132321,GPGF
132323,GPGF
132327,Premium Local
132328,GPGF
132329,GPGF
132330,Hotel
132332,GPGF
132334,Premium Local
132335,Clubland
132336,Hotel
132338,GPGF
132344,GPGF
132346,GPGF
132347,GPGF
132350,GPGF
132353,GPGF
132356,Restaurants
132359,GPGF
132360,Premium Local
132361,Premium Local
132364,Sports Clubs
132365,Sports Clubs
132366,GPGF
132369,ABOS
132376,GPGF
132377,GPGF
132378,GPGF
132380,GPGF
132381,Premium Local
132383,Hotel
132396,Premium Local
132397,Premium Local
132398,GPGF
132401,Family Pub Dining
132403,Restaurants
132404,Premium Local
132408,Community Pub
132413,Hotel
132414,Casual Dining
132419,Hotel
132420,Clubland
132424,Casual Dining
132429,Large Venue
132431,Sports Clubs
132433,Large Venue
132434,Premium Local
132435,Premium Local
132451,Premium Local
132452,Premium Local
132454,Family Pub Dining
132455,Premium Local
132460,Large Venue
132461,Premium Local
132463,Community Pub
132464,Hotel
132465,Restaurants
132470,Clubland
132473,Premium Local
132474,Premium Local
132475,Premium Local
132478,Hotel
132482,Family Pub Dining
132483,Community Pub
132484,Premium Local
132487,Family Pub Dining
132492,Premium Local
132493,Family Pub Dining
132498,Premium Local
132511,GPGF
132512,GPGF
132513,GPGF
132514,GPGF
132515,Sports Clubs
132516,GPGF
132517,Restaurants
132518,Sports Clubs
132522,GPGF
132523,Premium Local
132525,GPGF
132526,GPGF
132528,Large Venue
132529,GPGF
132530,Premium Local
132531,Sports Clubs
132533,Premium Local
132536,Circuit Bar
132537,Clubland
132539,Hotel
132541,GPGF
132542,Hotel
132544,Restaurants
132546,Premium Local
132548,Premium Local
132549,Restaurants
132551,Premium Local
132554,Hotel
132555,Sports Clubs
132560,ABOS
132561,Sports Clubs
132562,Restaurants
132563,GPGF
132564,Hotel
132567,Circuit Bar
132568,Clubland
132574,GPGF
132575,Premium Local
132576,Premium Local
132583,Hotel
132584,Premium Local
132588,Restaurants
132591,Casual Dining
132598,Hotel
132600,Hotel
132601,High Street Pub
132603,Night Club
132604,Restaurants
132605,GPGF
132606,GPGF
132609,Casual Dining
132611,Hotel
132612,GPGF
132613,Clubland
132614,Clubland
132618,Hotel
132620,Restaurants
132623,Casual Dining
132628,Restaurants
132629,Restaurants
132632,Family Pub Dining
132633,Casual Dining
132634,Hotel
132637,Hotel
132638,GPGF
132640,Community Pub
132641,Sports Clubs
132656,Clubland
132657,Family Pub Dining
132658,Premium Local
132661,Premium Local
132663,Clubland
132667,GPGF
132668,Clubland
132669,Hotel
132676,Premium Local
132677,Premium Local
132681,GPGF
132683,Large Venue
132684,GPGF
132687,Restaurants
132689,Hotel
132691,Restaurants
132693,Premium Local
132695,Casual Dining
132698,GPGF
132699,GPGF
132700,Clubland
132701,GPGF
132702,Restaurants
132704,GPGF
132712,Hotel
132713,GPGF
132718,Hotel
132720,Sports Clubs
132723,Premium Local
132725,GPGF
132727,Premium Local
132728,GPGF
132729,Family Pub Dining
132730,Premium Local
132732,Premium Local
132733,GPGF
132736,ABOS
132738,Family Pub Dining
132739,High Street Pub
132746,Circuit Bar
132749,Circuit Bar
132750,Large Venue
132751,Circuit Bar
132756,Clubland
132757,Hotel
132762,High Street Pub
132764,High Street Pub
132768,High Street Pub
132773,Hotel
132774,Clubland
132779,Hotel
132782,Hotel
132783,Hotel
132784,Large Venue
132792,High Street Pub
132796,Family Pub Dining
132801,High Street Pub
132804,High Street Pub
132806,High Street Pub
132807,Family Pub Dining
132808,Restaurants
132811,Hotel
132814,Clubland
132817,Clubland
132820,Restaurants
132826,Premium Local
132831,Large Venue
132835,Clubland
132837,Family Pub Dining
132840,Casual Dining
132843,Premium Local
132844,Hotel
132845,Premium Local
132848,Premium Local
132851,Premium Local
132852,Community Pub
132854,Premium Local
132855,Family Pub Dining
132856,Clubland
132857,Clubland
132858,Restaurants
132861,Casual Dining
132867,Restaurants
132871,Casual Dining
132872,Family Pub Dining
132873,Premium Local
132874,Casual Dining
132875,Restaurants
132876,Restaurants
132877,High Street Pub
132880,Premium Local
132881,Clubland
132883,Circuit Bar
132891,Large Venue
132892,Community Pub
132898,GPGF
132903,Clubland
132904,Family Pub Dining
132905,Family Pub Dining
132908,Hotel
132909,Large Venue
132911,Family Pub Dining
132914,Clubland
132922,Premium Local
132924,Hotel
132925,Large Venue
132926,Clubland
132928,Premium Local
132929,Hotel
132930,Clubland
132937,Hotel
132940,Premium Local
132941,Premium Local
132944,GPGF
132947,Hotel
132948,Premium Local
132949,Premium Local
132953,Large Venue
132955,Family Pub Dining
132958,High Street Pub
132959,Hotel
132980,High Street Pub
132981,Hotel
132983,Premium Local
132984,Premium Local
132987,Community Pub
132988,Restaurants
132990,Premium Local
132994,Community Pub
132997,Premium Local
132998,Premium Local
133001,Family Pub Dining
133004,Premium Local
133006,Family Pub Dining
133010,Hotel
133011,Clubland
133013,Family Pub Dining
133016,Clubland
133017,Hotel
133023,Premium Local
133026,Restaurants
133030,Clubland
133031,High Street Pub
133033,Restaurants
133037,Hotel
133041,Clubland
133044,Restaurants
133045,Family Pub Dining
133046,Premium Local
133049,Large Venue
133054,Clubland
133056,Premium Local
133061,Clubland
133065,Clubland
133068,Premium Local
133070,Circuit Bar
133074,Circuit Bar
133075,Clubland
133077,Restaurants
133080,Clubland
133086,Clubland
133087,Premium Local
133088,Clubland
133089,Family Pub Dining
133091,Clubland
133094,Hotel
133095,Premium Local
133097,Clubland
133098,Family Pub Dining
133099,Hotel
133102,Hotel
133103,Hotel
133109,Premium Local
133111,Premium Local
133113,Clubland
133120,Clubland
133124,High Street Pub
133127,GPGF
133130,Restaurants
133131,Circuit Bar
133133,Circuit Bar
133134,Hotel
133139,Premium Local
133140,Clubland
133141,Clubland
133145,Premium Local
133147,Clubland
133148,Clubland
133151,High Street Pub
133155,High Street Pub
133156,Clubland
133157,Circuit Bar
133161,High Street Pub
133162,Circuit Bar
133165,Hotel
133170,Large Venue
133171,Restaurants
133175,Family Pub Dining
133177,Hotel
133178,Clubland
133179,Clubland
133180,Clubland
133185,High Street Pub
133186,Clubland
133190,Clubland
133192,Clubland
133195,Clubland
133201,Circuit Bar
133207,GPGF
133208,GPGF
133210,Restaurants
133211,Sports Clubs
133215,GPGF
133216,GPGF
133222,Clubland
133225,Premium Local
133227,Hotel
133230,Premium Local
133236,Sports Clubs
133238,Sports Clubs
133241,Circuit Bar
133242,Premium Local
133243,Sports Clubs
133246,Restaurants
133247,Premium Local
133250,Premium Local
133253,Clubland
133255,GPGF
133257,Premium Local
133261,Clubland
133264,GPGF
133265,Premium Local
133267,Premium Local
133268,GPGF
133269,Clubland
133273,GPGF
133275,Premium Local
133277,GPGF
133278,GPGF
133279,GPGF
133280,GPGF
133285,Sports Clubs
133294,Clubland
133297,Community Pub
133298,Clubland
133300,Clubland
133301,Restaurants
133303,GPGF
133304,Clubland
